E_LOSS,E_RGB_RL,E_THERMAL_RL,E_SL,D_LOSS,D_SL,D_RL_REAL,D_RL_FAKE,D_GP,
[E11S53],1.03e-01,5.50e-02,7.50e-03,4.79e-01,1.66e+00,1.44e+00,1.15e-02,7.50e-03,3.96e-02,
[E11S54],8.28e-02,5.17e-02,7.38e-03,3.11e-01,1.69e+00,1.48e+00,1.12e-02,7.38e-03,3.92e-02,
[E11S55],1.05e-01,5.97e-02,8.86e-03,4.51e-01,1.59e+00,1.37e+00,1.10e-02,8.86e-03,3.99e-02,
[E11S56],9.89e-02,5.92e-02,9.03e-03,3.97e-01,1.62e+00,1.39e+00,1.19e-02,9.03e-03,4.14e-02,
[E11S57],6.88e-02,5.14e-02,8.44e-03,1.74e-01,1.75e+00,1.52e+00,1.24e-02,8.44e-03,4.16e-02,
[E11S58],9.13e-02,4.87e-02,6.87e-03,4.26e-01,1.69e+00,1.48e+00,9.90e-03,6.87e-03,3.95e-02,
[E11S59],8.14e-02,5.88e-02,7.32e-03,2.26e-01,1.64e+00,1.42e+00,1.03e-02,7.32e-03,4.07e-02,
[E11S60],1.04e-01,5.38e-02,7.67e-03,5.02e-01,1.63e+00,1.42e+00,1.14e-02,7.67e-03,3.84e-02,
[E11S61],8.00e-02,5.61e-02,9.68e-03,2.40e-01,1.69e+00,1.45e+00,1.33e-02,9.68e-03,4.28e-02,
[E11S62],9.81e-02,5.52e-02,1.18e-02,4.29e-01,1.64e+00,1.43e+00,1.42e-02,1.18e-02,3.79e-02,
[E11S63],1.01e-01,5.28e-02,1.01e-02,4.77e-01,1.70e+00,1.46e+00,1.23e-02,1.01e-02,4.24e-02,
[E11S64],6.98e-02,5.01e-02,8.63e-03,1.96e-01,1.71e+00,1.49e+00,1.19e-02,8.63e-03,3.90e-02,
[E11S65],1.03e-01,5.69e-02,9.27e-03,4.57e-01,1.64e+00,1.42e+00,1.10e-02,9.27e-03,4.03e-02,
[E11S66],7.65e-02,5.15e-02,8.61e-03,2.50e-01,1.67e+00,1.44e+00,1.34e-02,8.61e-03,4.12e-02,
[E11S67],1.02e-01,5.90e-02,8.31e-03,4.30e-01,1.66e+00,1.43e+00,1.16e-02,8.31e-03,4.26e-02,
[E11S68],7.17e-02,5.33e-02,7.61e-03,1.84e-01,1.67e+00,1.44e+00,1.10e-02,7.61e-03,4.04e-02,
[E11S69],1.01e-01,5.37e-02,7.88e-03,4.73e-01,1.66e+00,1.44e+00,1.14e-02,7.88e-03,4.02e-02,
[E11S70],4.87e-02,5.35e-02,7.25e-03,-4.80e-02,1.71e+00,1.48e+00,9.92e-03,7.25e-03,4.24e-02,
[E11S71],1.39e-01,5.19e-02,6.54e-03,8.74e-01,1.75e+00,1.55e+00,9.79e-03,6.54e-03,3.69e-02,
[E11S72],3.38e-02,5.08e-02,9.06e-03,-1.71e-01,1.81e+00,1.64e+00,1.30e-02,9.06e-03,2.90e-02,
[E11S73],6.90e-02,5.56e-02,8.45e-03,1.35e-01,1.65e+00,1.46e+00,1.05e-02,8.45e-03,3.36e-02,
[E11S74],7.84e-02,5.27e-02,7.01e-03,2.58e-01,1.66e+00,1.45e+00,9.84e-03,7.01e-03,3.79e-02,
[E11S75],9.45e-02,5.75e-02,8.27e-03,3.70e-01,1.70e+00,1.49e+00,1.05e-02,8.27e-03,3.95e-02,
[E11S76],8.09e-02,5.51e-02,9.16e-03,2.58e-01,1.72e+00,1.51e+00,1.19e-02,9.16e-03,3.94e-02,
[E11S77],1.16e-01,7.09e-02,9.24e-03,4.49e-01,1.68e+00,1.45e+00,1.17e-02,9.24e-03,4.04e-02,
[E11S78],8.30e-02,5.38e-02,7.68e-03,2.92e-01,1.70e+00,1.48e+00,1.10e-02,7.68e-03,3.90e-02,
[E11S79],8.21e-02,5.12e-02,7.47e-03,3.09e-01,1.65e+00,1.44e+00,1.00e-02,7.47e-03,3.93e-02,
[E11S80],8.93e-02,5.17e-02,6.91e-03,3.77e-01,1.65e+00,1.43e+00,1.02e-02,6.91e-03,4.12e-02,
[E11S81],8.00e-02,5.31e-02,7.10e-03,2.69e-01,1.66e+00,1.45e+00,1.05e-02,7.10e-03,3.90e-02,
[E11S82],1.04e-01,5.45e-02,6.60e-03,4.94e-01,1.67e+00,1.44e+00,8.81e-03,6.60e-03,4.29e-02,
[E11S83],7.09e-02,5.40e-02,7.32e-03,1.69e-01,1.64e+00,1.43e+00,1.07e-02,7.32e-03,3.85e-02,
[E11S84],1.00e-01,4.91e-02,6.07e-03,5.13e-01,1.71e+00,1.49e+00,8.95e-03,6.07e-03,4.09e-02,
[E12S0],6.97e-02,5.40e-02,7.04e-03,1.56e-01,1.65e+00,1.43e+00,9.25e-03,7.04e-03,4.08e-02,
[E12S1],1.23e-01,5.31e-02,6.69e-03,6.98e-01,1.65e+00,1.43e+00,1.02e-02,6.69e-03,4.06e-02,
[E12S2],3.98e-02,4.98e-02,6.77e-03,-1.00e-01,1.69e+00,1.50e+00,9.30e-03,6.77e-03,3.61e-02,
[E12S3],1.36e-01,5.48e-02,7.54e-03,8.09e-01,1.68e+00,1.49e+00,1.10e-02,7.54e-03,3.41e-02,
[E12S4],3.53e-02,5.12e-02,9.55e-03,-1.58e-01,1.74e+00,1.55e+00,1.18e-02,9.55e-03,3.40e-02,
[E12S5],1.08e-01,5.50e-02,8.92e-03,5.33e-01,1.68e+00,1.51e+00,1.21e-02,8.92e-03,3.14e-02,
[E12S6],7.42e-02,5.02e-02,7.94e-03,2.39e-01,1.64e+00,1.43e+00,1.15e-02,7.94e-03,3.79e-02,
[E12S7],1.12e-01,5.55e-02,8.57e-03,5.63e-01,1.63e+00,1.41e+00,1.21e-02,8.57e-03,3.96e-02,
[E12S8],6.89e-02,5.30e-02,8.45e-03,1.59e-01,1.69e+00,1.48e+00,1.13e-02,8.45e-03,3.83e-02,
[E12S9],1.20e-01,5.47e-02,7.21e-03,6.56e-01,1.59e+00,1.37e+00,1.01e-02,7.21e-03,4.02e-02,
[E12S10],5.27e-02,4.94e-02,7.30e-03,3.26e-02,1.72e+00,1.51e+00,1.02e-02,7.30e-03,3.82e-02,
[E12S11],1.21e-01,6.83e-02,8.91e-03,5.23e-01,1.67e+00,1.46e+00,1.13e-02,8.91e-03,3.86e-02,
[E12S12],1.07e-01,8.82e-02,1.15e-02,1.84e-01,1.70e+00,1.48e+00,1.08e-02,1.15e-02,3.93e-02,
[E12S13],1.62e-01,8.10e-02,1.05e-02,8.15e-01,1.72e+00,1.50e+00,1.27e-02,1.05e-02,3.93e-02,
[E12S14],6.95e-02,7.69e-02,1.06e-02,-7.40e-02,1.71e+00,1.53e+00,1.16e-02,1.06e-02,2.98e-02,
[E12S15],9.96e-02,6.91e-02,8.58e-03,3.06e-01,1.57e+00,1.39e+00,1.18e-02,8.58e-03,3.26e-02,
[E12S16],9.86e-02,6.49e-02,8.98e-03,3.37e-01,1.56e+00,1.35e+00,1.14e-02,8.98e-03,3.89e-02,
[E12S17],1.12e-01,6.16e-02,7.78e-03,5.05e-01,1.56e+00,1.34e+00,1.03e-02,7.78e-03,3.97e-02,
[E12S18],9.19e-02,6.24e-02,8.42e-03,2.95e-01,1.61e+00,1.38e+00,1.11e-02,8.42e-03,4.02e-02,
[E12S19],9.37e-02,5.53e-02,7.83e-03,3.84e-01,1.62e+00,1.40e+00,1.14e-02,7.83e-03,3.97e-02,
[E12S20],8.43e-02,5.40e-02,7.69e-03,3.03e-01,1.62e+00,1.40e+00,9.56e-03,7.69e-03,4.08e-02,
[E12S21],1.01e-01,6.02e-02,7.93e-03,4.12e-01,1.64e+00,1.42e+00,1.07e-02,7.93e-03,4.07e-02,
[E12S22],8.36e-02,5.34e-02,6.91e-03,3.02e-01,1.68e+00,1.46e+00,1.13e-02,6.91e-03,4.13e-02,
[E12S23],9.87e-02,5.61e-02,6.76e-03,4.26e-01,1.66e+00,1.44e+00,1.03e-02,6.76e-03,4.07e-02,
[E12S24],8.54e-02,5.35e-02,6.39e-03,3.19e-01,1.62e+00,1.40e+00,9.70e-03,6.39e-03,4.00e-02,
[E12S25],9.77e-02,5.89e-02,6.69e-03,3.88e-01,1.62e+00,1.39e+00,9.48e-03,6.69e-03,4.19e-02,
[E12S26],9.36e-02,5.01e-02,7.24e-03,4.34e-01,1.67e+00,1.45e+00,1.02e-02,7.24e-03,4.07e-02,
[E12S27],6.89e-02,5.15e-02,8.20e-03,1.74e-01,1.68e+00,1.46e+00,1.15e-02,8.20e-03,3.93e-02,
[E12S28],1.05e-01,5.30e-02,7.76e-03,5.15e-01,1.62e+00,1.40e+00,1.09e-02,7.76e-03,3.92e-02,
[E12S29],7.08e-02,5.85e-02,8.39e-03,1.24e-01,1.66e+00,1.44e+00,1.17e-02,8.39e-03,3.93e-02,
[E12S30],1.12e-01,5.29e-02,6.90e-03,5.94e-01,1.62e+00,1.39e+00,1.05e-02,6.90e-03,4.13e-02,
[E12S31],5.33e-02,5.35e-02,7.40e-03,-1.87e-03,1.68e+00,1.48e+00,1.06e-02,7.40e-03,3.75e-02,
[E12S32],1.39e-01,5.49e-02,7.21e-03,8.44e-01,1.72e+00,1.51e+00,9.33e-03,7.21e-03,3.90e-02,
[E12S33],2.01e-02,5.33e-02,7.93e-03,-3.32e-01,1.81e+00,1.62e+00,1.14e-02,7.93e-03,3.40e-02,
[E12S34],1.20e-01,5.06e-02,8.34e-03,6.93e-01,1.75e+00,1.61e+00,1.16e-02,8.34e-03,2.56e-02,
[E12S35],8.41e-02,5.49e-02,6.66e-03,2.92e-01,1.63e+00,1.44e+00,1.09e-02,6.66e-03,3.30e-02,
[E12S36],9.32e-02,5.33e-02,6.34e-03,3.98e-01,1.64e+00,1.43e+00,9.48e-03,6.34e-03,3.87e-02,
[E12S37],8.69e-02,5.15e-02,6.71e-03,3.54e-01,1.63e+00,1.43e+00,1.02e-02,6.71e-03,3.76e-02,
[E12S38],8.92e-02,5.18e-02,6.20e-03,3.73e-01,1.63e+00,1.41e+00,9.68e-03,6.20e-03,3.99e-02,
[E12S39],7.99e-02,5.37e-02,6.69e-03,2.62e-01,1.66e+00,1.44e+00,9.53e-03,6.69e-03,3.94e-02,
[E12S40],1.04e-01,5.43e-02,7.19e-03,4.99e-01,1.60e+00,1.37e+00,9.42e-03,7.19e-03,4.20e-02,
[E12S41],7.96e-02,4.96e-02,7.12e-03,3.01e-01,1.67e+00,1.47e+00,9.83e-03,7.12e-03,3.80e-02,
[E12S42],7.32e-02,4.94e-02,5.88e-03,2.38e-01,1.68e+00,1.46e+00,9.25e-03,5.88e-03,4.09e-02,
[E12S43],8.65e-02,4.84e-02,6.11e-03,3.80e-01,1.69e+00,1.48e+00,9.64e-03,6.11e-03,4.07e-02,
[E12S44],8.61e-02,5.06e-02,7.00e-03,3.55e-01,1.65e+00,1.42e+00,9.58e-03,7.00e-03,4.19e-02,
[E12S45],8.52e-02,5.59e-02,7.10e-03,2.92e-01,1.63e+00,1.41e+00,1.00e-02,7.10e-03,4.12e-02,
[E12S46],1.06e-01,4.97e-02,6.56e-03,5.63e-01,1.69e+00,1.46e+00,1.09e-02,6.56e-03,4.18e-02,
[E12S47],4.98e-02,5.08e-02,7.92e-03,-1.04e-02,1.74e+00,1.53e+00,1.12e-02,7.92e-03,3.80e-02,
[E12S48],1.16e-01,5.65e-02,7.84e-03,5.92e-01,1.65e+00,1.45e+00,1.18e-02,7.84e-03,3.63e-02,
[E12S49],5.74e-02,5.63e-02,9.11e-03,1.09e-02,1.66e+00,1.44e+00,1.16e-02,9.11e-03,4.00e-02,
[E12S50],1.27e-01,4.99e-02,8.87e-03,7.67e-01,1.75e+00,1.55e+00,1.13e-02,8.87e-03,3.67e-02,
[E12S51],3.67e-02,5.34e-02,7.72e-03,-1.68e-01,1.80e+00,1.62e+00,1.14e-02,7.72e-03,3.25e-02,
[E12S52],9.45e-02,5.69e-02,7.47e-03,3.75e-01,1.61e+00,1.43e+00,1.09e-02,7.47e-03,3.25e-02,
[E12S53],8.14e-02,5.09e-02,7.77e-03,3.05e-01,1.63e+00,1.41e+00,1.20e-02,7.77e-03,4.10e-02,
[E12S54],9.95e-02,5.52e-02,9.83e-03,4.43e-01,1.65e+00,1.44e+00,1.24e-02,9.83e-03,3.85e-02,
[E12S55],7.62e-02,5.14e-02,8.91e-03,2.48e-01,1.69e+00,1.47e+00,1.28e-02,8.91e-03,4.09e-02,
[E12S56],9.29e-02,5.74e-02,8.79e-03,3.55e-01,1.62e+00,1.39e+00,1.11e-02,8.79e-03,4.12e-02,
[E12S57],8.93e-02,5.48e-02,7.57e-03,3.45e-01,1.64e+00,1.41e+00,1.02e-02,7.57e-03,4.10e-02,
[E12S58],7.66e-02,5.08e-02,6.66e-03,2.59e-01,1.71e+00,1.49e+00,9.73e-03,6.66e-03,4.16e-02,
[E12S59],8.99e-02,6.14e-02,6.67e-03,2.85e-01,1.70e+00,1.49e+00,9.35e-03,6.67e-03,3.91e-02,
[E12S60],9.34e-02,5.44e-02,6.89e-03,3.91e-01,1.68e+00,1.46e+00,9.90e-03,6.89e-03,4.07e-02,
[E12S61],7.76e-02,5.56e-02,6.47e-03,2.20e-01,1.65e+00,1.44e+00,9.11e-03,6.47e-03,3.95e-02,
[E12S62],9.87e-02,5.22e-02,6.70e-03,4.65e-01,1.66e+00,1.44e+00,9.99e-03,6.70e-03,4.09e-02,
[E12S63],5.85e-02,5.21e-02,7.28e-03,6.45e-02,1.70e+00,1.51e+00,9.93e-03,7.28e-03,3.61e-02,
[E12S64],1.03e-01,5.33e-02,6.91e-03,4.99e-01,1.66e+00,1.44e+00,1.06e-02,6.91e-03,3.97e-02,
[E12S65],5.82e-02,5.06e-02,7.65e-03,7.52e-02,1.70e+00,1.49e+00,9.43e-03,7.65e-03,3.89e-02,
[E12S66],1.05e-01,4.99e-02,5.87e-03,5.49e-01,1.66e+00,1.45e+00,9.45e-03,5.87e-03,3.86e-02,
[E12S67],5.39e-02,5.31e-02,7.02e-03,8.50e-03,1.70e+00,1.48e+00,9.88e-03,7.02e-03,3.94e-02,
[E12S68],1.33e-01,5.55e-02,7.49e-03,7.79e-01,1.74e+00,1.53e+00,1.12e-02,7.49e-03,3.72e-02,
[E12S69],4.33e-02,5.06e-02,7.49e-03,-7.26e-02,1.70e+00,1.51e+00,1.10e-02,7.49e-03,3.33e-02,
[E12S70],9.38e-02,5.11e-02,7.57e-03,4.28e-01,1.69e+00,1.50e+00,1.05e-02,7.57e-03,3.52e-02,
[E12S71],8.83e-02,5.13e-02,6.97e-03,3.69e-01,1.59e+00,1.38e+00,9.69e-03,6.97e-03,3.91e-02,
[E12S72],9.30e-02,5.32e-02,6.81e-03,3.98e-01,1.63e+00,1.41e+00,1.01e-02,6.81e-03,4.12e-02,
[E12S73],7.95e-02,5.27e-02,6.48e-03,2.68e-01,1.70e+00,1.49e+00,1.00e-02,6.48e-03,3.75e-02,
[E12S74],8.04e-02,5.39e-02,6.93e-03,2.65e-01,1.64e+00,1.41e+00,1.02e-02,6.93e-03,4.24e-02,
[E12S75],1.13e-01,5.23e-02,6.77e-03,6.04e-01,1.67e+00,1.45e+00,9.34e-03,6.77e-03,4.10e-02,
[E12S76],4.70e-02,5.37e-02,7.30e-03,-6.71e-02,1.72e+00,1.52e+00,1.09e-02,7.30e-03,3.73e-02,
[E12S77],1.13e-01,5.30e-02,6.30e-03,6.04e-01,1.69e+00,1.50e+00,9.84e-03,6.30e-03,3.53e-02,
[E12S78],8.22e-02,7.56e-02,8.92e-03,6.59e-02,1.69e+00,1.49e+00,9.79e-03,8.92e-03,3.80e-02,
[E12S79],1.19e-01,6.20e-02,7.01e-03,5.74e-01,1.71e+00,1.51e+00,9.64e-03,7.01e-03,3.84e-02,
[E12S80],5.73e-02,5.82e-02,7.74e-03,-8.13e-03,1.68e+00,1.49e+00,1.13e-02,7.74e-03,3.49e-02,
[E12S81],1.04e-01,5.84e-02,7.24e-03,4.58e-01,1.69e+00,1.50e+00,1.03e-02,7.24e-03,3.49e-02,
[E12S82],9.02e-02,5.46e-02,7.23e-03,3.57e-01,1.65e+00,1.44e+00,1.19e-02,7.23e-03,3.92e-02,
[E12S83],8.36e-02,5.28e-02,7.69e-03,3.08e-01,1.69e+00,1.47e+00,1.21e-02,7.69e-03,3.98e-02,
[E12S84],1.09e-01,5.54e-02,7.01e-03,5.34e-01,1.69e+00,1.47e+00,1.00e-02,7.01e-03,4.06e-02,
[E13S0],6.19e-02,5.16e-02,6.21e-03,1.03e-01,1.67e+00,1.45e+00,9.70e-03,6.21e-03,3.94e-02,
[E13S1],1.12e-01,5.46e-02,7.39e-03,5.76e-01,1.65e+00,1.43e+00,1.03e-02,7.39e-03,3.94e-02,
[E13S2],6.76e-02,5.38e-02,9.32e-03,1.38e-01,1.66e+00,1.45e+00,1.23e-02,9.32e-03,3.87e-02,
[E13S3],1.25e-01,6.07e-02,1.25e-02,6.45e-01,1.61e+00,1.39e+00,1.39e-02,1.25e-02,3.91e-02,
[E13S4],4.02e-02,5.49e-02,1.06e-02,-1.47e-01,1.75e+00,1.54e+00,1.30e-02,1.06e-02,3.65e-02,
[E13S5],1.32e-01,5.17e-02,1.06e-02,8.03e-01,1.75e+00,1.57e+00,1.47e-02,1.06e-02,3.04e-02,
[E13S6],5.36e-02,5.30e-02,1.41e-02,6.29e-03,1.69e+00,1.49e+00,1.79e-02,1.41e-02,3.37e-02,
[E13S7],9.32e-02,5.03e-02,1.21e-02,4.29e-01,1.60e+00,1.38e+00,1.63e-02,1.21e-02,3.77e-02,
[E13S8],9.39e-02,5.44e-02,1.12e-02,3.94e-01,1.67e+00,1.45e+00,1.27e-02,1.12e-02,4.01e-02,
[E13S9],9.40e-02,5.30e-02,1.08e-02,4.10e-01,1.60e+00,1.37e+00,1.45e-02,1.08e-02,4.15e-02,
[E13S10],8.18e-02,5.43e-02,8.44e-03,2.76e-01,1.67e+00,1.45e+00,1.20e-02,8.44e-03,3.94e-02,
[E13S11],8.86e-02,5.22e-02,6.40e-03,3.64e-01,1.64e+00,1.41e+00,9.38e-03,6.40e-03,4.25e-02,
[E13S12],9.73e-02,5.60e-02,8.29e-03,4.13e-01,1.65e+00,1.42e+00,1.11e-02,8.29e-03,4.15e-02,
[E13S13],9.98e-02,5.76e-02,8.38e-03,4.22e-01,1.68e+00,1.45e+00,1.06e-02,8.38e-03,4.27e-02,
[E13S14],8.33e-02,5.55e-02,7.89e-03,2.78e-01,1.69e+00,1.48e+00,1.05e-02,7.89e-03,3.91e-02,
[E13S15],9.28e-02,5.35e-02,9.14e-03,3.94e-01,1.61e+00,1.38e+00,1.21e-02,9.14e-03,4.16e-02,
[E13S16],9.39e-02,5.41e-02,7.97e-03,3.98e-01,1.62e+00,1.40e+00,1.12e-02,7.97e-03,4.03e-02,
[E13S17],8.80e-02,5.40e-02,7.71e-03,3.40e-01,1.63e+00,1.41e+00,1.18e-02,7.71e-03,4.11e-02,
[E13S18],9.19e-02,5.41e-02,6.82e-03,3.77e-01,1.64e+00,1.42e+00,1.02e-02,6.82e-03,4.07e-02,
[E13S19],9.66e-02,5.76e-02,6.34e-03,3.90e-01,1.58e+00,1.36e+00,9.31e-03,6.34e-03,4.11e-02,
[E13S20],9.64e-02,5.57e-02,6.62e-03,4.08e-01,1.64e+00,1.42e+00,9.25e-03,6.62e-03,4.15e-02,
[E13S21],6.48e-02,5.15e-02,7.55e-03,1.34e-01,1.68e+00,1.46e+00,1.14e-02,7.55e-03,3.98e-02,
[E13S22],1.17e-01,5.81e-02,7.30e-03,5.86e-01,1.67e+00,1.44e+00,1.02e-02,7.30e-03,4.20e-02,
[E13S23],8.14e-02,6.74e-02,9.22e-03,1.40e-01,1.71e+00,1.50e+00,1.14e-02,9.22e-03,3.86e-02,
[E13S24],1.01e-01,5.26e-02,8.76e-03,4.88e-01,1.73e+00,1.51e+00,1.09e-02,8.76e-03,3.96e-02,
[E13S25],7.82e-02,5.67e-02,8.78e-03,2.14e-01,1.66e+00,1.44e+00,1.27e-02,8.78e-03,3.87e-02,
[E13S26],1.14e-01,5.71e-02,8.35e-03,5.66e-01,1.65e+00,1.43e+00,1.16e-02,8.35e-03,4.15e-02,
[E13S27],4.88e-02,5.53e-02,8.58e-03,-6.57e-02,1.75e+00,1.54e+00,1.13e-02,8.58e-03,3.80e-02,
[E13S28],1.14e-01,5.23e-02,7.54e-03,6.19e-01,1.69e+00,1.49e+00,1.13e-02,7.54e-03,3.61e-02,
[E13S29],5.03e-02,5.14e-02,9.93e-03,-1.09e-02,1.71e+00,1.50e+00,1.32e-02,9.93e-03,3.64e-02,
[E13S30],1.30e-01,5.65e-02,8.62e-03,7.35e-01,1.68e+00,1.47e+00,1.19e-02,8.62e-03,3.62e-02,
[E13S31],4.74e-02,5.39e-02,7.91e-03,-6.46e-02,1.70e+00,1.51e+00,1.02e-02,7.91e-03,3.55e-02,
[E13S32],1.16e-01,5.28e-02,7.38e-03,6.31e-01,1.68e+00,1.48e+00,1.10e-02,7.38e-03,3.69e-02,
[E13S33],5.28e-02,5.48e-02,6.52e-03,-2.01e-02,1.66e+00,1.46e+00,9.66e-03,6.52e-03,3.73e-02,
[E13S34],1.29e-01,5.52e-02,6.61e-03,7.39e-01,1.67e+00,1.47e+00,1.01e-02,6.61e-03,3.76e-02,
[E13S35],5.68e-02,4.99e-02,7.15e-03,6.90e-02,1.68e+00,1.50e+00,9.84e-03,7.15e-03,3.33e-02,
[E13S36],8.41e-02,5.42e-02,6.95e-03,2.99e-01,1.61e+00,1.41e+00,9.32e-03,6.95e-03,3.75e-02,
[E13S37],1.05e-01,5.36e-02,7.23e-03,5.11e-01,1.65e+00,1.43e+00,9.85e-03,7.23e-03,4.09e-02,
[E13S38],6.26e-02,5.32e-02,7.89e-03,9.36e-02,1.67e+00,1.46e+00,1.11e-02,7.89e-03,3.73e-02,
[E13S39],9.73e-02,6.09e-02,8.24e-03,3.64e-01,1.67e+00,1.46e+00,1.04e-02,8.24e-03,4.01e-02,
[E13S40],7.94e-02,5.03e-02,7.27e-03,2.91e-01,1.67e+00,1.45e+00,9.90e-03,7.27e-03,3.93e-02,
[E13S41],9.49e-02,5.47e-02,7.39e-03,4.02e-01,1.63e+00,1.40e+00,1.15e-02,7.39e-03,4.04e-02,
[E13S42],9.55e-02,5.89e-02,8.28e-03,3.66e-01,1.59e+00,1.36e+00,1.08e-02,8.28e-03,4.13e-02,
[E13S43],1.01e-01,5.44e-02,9.08e-03,4.67e-01,1.68e+00,1.45e+00,1.33e-02,9.08e-03,4.22e-02,
[E13S44],6.00e-02,5.02e-02,8.16e-03,9.80e-02,1.73e+00,1.52e+00,1.21e-02,8.16e-03,3.70e-02,
[E13S45],1.11e-01,5.21e-02,8.16e-03,5.88e-01,1.67e+00,1.45e+00,1.14e-02,8.16e-03,3.85e-02,
[E13S46],3.67e-02,5.09e-02,8.11e-03,-1.42e-01,1.71e+00,1.49e+00,1.18e-02,8.11e-03,4.02e-02,
[E13S47],1.40e-01,4.80e-02,7.13e-03,9.22e-01,1.79e+00,1.61e+00,1.04e-02,7.13e-03,3.22e-02,
[E13S48],4.38e-02,5.18e-02,8.19e-03,-8.00e-02,1.73e+00,1.56e+00,1.14e-02,8.19e-03,2.94e-02,
[E13S49],7.30e-02,5.34e-02,6.30e-03,1.97e-01,1.61e+00,1.42e+00,8.74e-03,6.30e-03,3.50e-02,
[E13S50],8.98e-02,5.07e-02,5.95e-03,3.91e-01,1.64e+00,1.43e+00,9.18e-03,5.95e-03,3.95e-02,
[E13S51],8.47e-02,5.61e-02,6.79e-03,2.86e-01,1.61e+00,1.40e+00,9.29e-03,6.79e-03,3.88e-02,
[E13S52],9.19e-02,5.45e-02,6.48e-03,3.74e-01,1.59e+00,1.37e+00,8.93e-03,6.48e-03,4.24e-02,
[E13S53],9.97e-02,5.34e-02,6.71e-03,4.63e-01,1.64e+00,1.42e+00,9.79e-03,6.71e-03,4.03e-02,
[E13S54],7.58e-02,5.16e-02,7.22e-03,2.42e-01,1.67e+00,1.44e+00,1.04e-02,7.22e-03,4.17e-02,
[E13S55],8.39e-02,5.12e-02,6.10e-03,3.27e-01,1.63e+00,1.42e+00,9.23e-03,6.10e-03,4.00e-02,
[E13S56],8.24e-02,4.89e-02,6.28e-03,3.35e-01,1.65e+00,1.42e+00,9.11e-03,6.28e-03,4.25e-02,
[E13S57],7.55e-02,5.08e-02,6.60e-03,2.46e-01,1.66e+00,1.43e+00,9.56e-03,6.60e-03,4.22e-02,
[E13S58],8.58e-02,5.30e-02,7.06e-03,3.28e-01,1.65e+00,1.43e+00,9.34e-03,7.06e-03,4.17e-02,
[E13S59],7.57e-02,5.09e-02,6.57e-03,2.48e-01,1.62e+00,1.40e+00,9.09e-03,6.57e-03,4.12e-02,
[E13S60],1.24e-01,5.60e-02,6.99e-03,6.82e-01,1.70e+00,1.48e+00,9.27e-03,6.99e-03,4.15e-02,
[E13S61],4.85e-02,7.00e-02,8.64e-03,-2.15e-01,1.75e+00,1.55e+00,1.12e-02,8.64e-03,3.68e-02,
[E13S62],1.72e-01,9.55e-02,1.00e-02,7.67e-01,1.85e+00,1.68e+00,1.29e-02,1.00e-02,2.93e-02,
[E13S63],6.04e-02,6.48e-02,1.17e-02,-4.40e-02,1.72e+00,1.56e+00,1.29e-02,1.17e-02,2.71e-02,
[E13S64],8.66e-02,6.14e-02,8.99e-03,2.53e-01,1.70e+00,1.50e+00,1.18e-02,8.99e-03,3.45e-02,
[E13S65],8.72e-02,5.53e-02,9.24e-03,3.19e-01,1.66e+00,1.45e+00,1.16e-02,9.24e-03,3.82e-02,
[E13S66],1.05e-01,5.52e-02,9.07e-03,5.00e-01,1.66e+00,1.45e+00,1.22e-02,9.07e-03,3.77e-02,
[E13S67],6.64e-02,5.58e-02,8.08e-03,1.05e-01,1.64e+00,1.44e+00,1.09e-02,8.08e-03,3.74e-02,
[E13S68],9.55e-02,5.27e-02,8.09e-03,4.28e-01,1.64e+00,1.42e+00,1.07e-02,8.09e-03,3.94e-02,
[E13S69],7.53e-02,5.28e-02,7.90e-03,2.24e-01,1.68e+00,1.46e+00,1.05e-02,7.90e-03,3.94e-02,
[E13S70],1.04e-01,5.25e-02,6.94e-03,5.14e-01,1.66e+00,1.44e+00,9.30e-03,6.94e-03,4.09e-02,
[E13S71],5.79e-02,5.46e-02,7.31e-03,3.28e-02,1.68e+00,1.46e+00,1.11e-02,7.31e-03,3.95e-02,
[E13S72],1.37e-01,5.19e-02,8.98e-03,8.53e-01,1.75e+00,1.54e+00,1.32e-02,8.98e-03,3.83e-02,
[E13S73],3.71e-02,5.67e-02,1.10e-02,-1.96e-01,1.75e+00,1.57e+00,1.45e-02,1.10e-02,3.08e-02,
[E13S74],9.73e-02,5.19e-02,1.25e-02,4.54e-01,1.71e+00,1.54e+00,1.46e-02,1.25e-02,2.93e-02,
[E13S75],6.21e-02,5.22e-02,1.47e-02,9.95e-02,1.70e+00,1.48e+00,1.81e-02,1.47e-02,3.70e-02,
[E13S76],1.08e-01,5.38e-02,1.24e-02,5.45e-01,1.70e+00,1.48e+00,1.59e-02,1.24e-02,3.72e-02,
[E13S77],6.15e-02,5.35e-02,9.57e-03,7.98e-02,1.68e+00,1.47e+00,1.28e-02,9.57e-03,3.73e-02,
[E13S78],1.03e-01,5.20e-02,8.45e-03,5.15e-01,1.63e+00,1.41e+00,1.26e-02,8.45e-03,3.93e-02,
[E13S79],6.68e-02,5.22e-02,8.06e-03,1.47e-01,1.64e+00,1.42e+00,1.13e-02,8.06e-03,4.15e-02,
[E13S80],1.13e-01,5.11e-02,7.88e-03,6.19e-01,1.69e+00,1.49e+00,1.29e-02,7.88e-03,3.73e-02,
